level1	level2
Q51426	3.6.4.12
A6TGH9	2.6.1.59
P13009	2.1.1.13
Q587A7	4.1.1.50
Q9PI11	4.1.1.48
G3XCJ9	2.5.1.54
Q5W0Z9	2.3.1.225
F1QXD3	2.3.1.225
A0A2A4GXB5	1.11.2.2
Q8T0S6	2.7.11.1
Q9VCR6	2.7.11.1
A0A077EEP0	2.3.1.9
B7H226	2.5.1.55
B6TPH0	4.4.1.5
A5K7E9	2.4.2.8
P60240	2.7.7.6
B0YD89	2.3.3.5
O60016	2.1.1.354
A0A077KT80	3.5.2.6
Q9HTJ1	1.2.1.8
Q15047	2.1.1.354
A0A229Y1X4	1.8.1.9
Q99685	3.1.1.23
P42356	2.7.1.67
Q86TV6	2.7.1.67
Q9BYI3	2.7.1.67
Q13237	2.7.11.12
Q88DB5	5.6.2.2
P0A9H7	2.1.1.79
B0VML7	6.1.1.1
E0UY46	3.2.1.18
Q8A1G3	3.2.1.1
I7FPC4	3.6.4.12
Q9LZJ3	2.4.2.39
A0A231I520	4.1.2.17
P13497	3.4.24.19
L7N6B1	5.1.99.1
B5LY47	3.5.2.6
O00443	2.7.1.154
P9WJJ5	2.7.7.18
Q96H22	3.2.1.21
P15145	3.4.11.2
Q66GI4	3.1.26.5
Q8NHM5	1.14.11.27
Q59994	5.3.1.1
Q63GK8	2.7.1.69
Q923J1	2.7.11.1
P9WP83	2.7.7.68
Q3ESA4	4.2.1.46
F9UST1	4.99.1.12
Q5NHG5	1.8.1.9
P00178	1.14.14.1
A6ZT27	2.1.1.354
P54646	2.7.11.1
P10646	3.4.21.4
Q15208	2.7.11.1
O58832	2.5.1.108
A0A062UZ78	2.5.1.108
P21179	1.11.1.6
B5Z7D7	6.1.1.1
P25685	2.7.11.11
D0CDT4	1.8.1.4
P34152	2.7.10.2
P23262	1.14.13.1
A0A077EQ93	5.3.1.9
Q6Q899	3.6.4.13
P52948	3.1.1.17
Q4KCZ3	3.8.1.1
Q5CYE4	2.5.1.6
B2JR29	3.5.1.87
Q5ZXB6	1.1.1.42
G8G134	3.2.1.18
Q13976	2.7.11.12
Q9Y2K7	1.14.11.27
F9USS9	5.1.2.1
Q09028	2.1.1.354
Q15022	2.1.1.354
Q15910	2.1.1.354
Q6ZN18	2.1.1.354
Q92833	2.1.1.354
Q8RNM2	6.3.4.4
Q9IJX4	2.7.7.48
Q8ZPC9	1.2.1.19
Q15181	3.6.1.1
A0A077ENB9	5.1.3.13
A0A1E3MC83	1.1.1.1
P32582	4.2.1.22
Q5AME2	4.2.3.4
P30046	4.1.1.84
F6DD48	3.5.1.2
Q2FWK4	1.1.1.86
O60701	1.1.1.22
J9VMZ3	2.7.1.25
A0A384E126	3.5.1.84
Q936X3	3.5.1.84
P0C5R9	7.1.2.2
P23968	7.1.2.2
P25515	7.1.2.2
P32366	7.1.2.2
P32563	7.1.2.2
P32842	7.1.2.2
P53262	7.1.2.2
Q3E7B6	7.1.2.2
Q15746	2.7.11.18
Q14534	1.14.14.17
P0AFW0	2.7.7.6
Q47066	3.5.2.6
P74334	1.13.11.75
B6RCQ2	2.7.10.2
Q920Q2	2.7.7.7
Q9QUG2	2.7.7.7
Q830Y9	6.3.1.5
Q6NZY4	3.6.4.13
Q5ZXX6	2.8.1.7
P54619	2.7.11.1
Q13131	2.7.11.1
Q9Y478	2.7.11.1
Q03132	2.3.1.94
Q7Z2D0	5.6.2.2
B7GV74	6.3.2.8
P60932	3.6.1.27
Q53U08	2.6.1.93
P07311	3.6.1.7
G7ILW0	2.1.2.1
Q8N5S9	2.7.11.17
Q9ULW8	3.5.3.15
P01318	2.7.10.1
Q9UBN7	3.5.1.98
Q3JNW6	1.11.1.21
P00336	1.1.1.27
Q3XX76	3.4.21.92
P08559	1.2.4.1
P11177	1.2.4.1
Q92871	5.4.2.8
I6TXN1	1.12.7.2
I6TXN5	1.12.7.2
I6U847	1.12.7.2
I6U851	1.12.7.2
I6UQL1	1.12.7.2
I6UQL5	1.12.7.2
I6UQM0	1.12.7.2
I6UZT7	1.12.7.2
I6UZU1	1.12.7.2
I6V287	1.12.7.2
Q8U0Z6	1.12.7.2
Q8U0Z7	1.12.7.2
Q8U0Z8	1.12.7.2
Q8U104	1.12.7.2
P12863	5.3.1.1
F8REX2	3.4.19.12
F8RFA1	3.4.19.12
G8HBD2	3.4.19.12
G8HBD8	3.4.19.12
G8HBF0	3.4.19.12
P0A0C1	2.7.1.190
A1TX06	2.3.1.20
P33517	7.1.1.9
Q03736	7.1.1.9
A0QP46	1.1.1.100
O24529	2.1.1.150
P05093	1.14.14.19
Q5ZX43	4.4.1.8
P28012	5.5.1.6
Q5ZSC4	3.5.1.88
J9VS00	2.7.1.31
P0A0Z8	2.7.7.43
F1Q4W7	2.1.1.354
Q5ZX45	2.3.1.117
P0A6I6	2.7.7.3
G1APT8	3.1.1.3
O05701	2.5.1.15
P50281	3.4.24.80
B4EEF2	1.8.1.4
Q88P88	2.5.1.7
Q96HS1	3.1.3.16
A0A1B4JXW9	5.4.99.5
Q12888	3.6.1.62
Q96DE0	3.6.1.62
Q9LFT6	4.1.2.10
Q6RCR3	2.3.2.23
Q6RCR4	2.3.2.23
P00830	7.1.2.2
P00854	7.1.2.2
P00856	7.1.2.2
P05626	7.1.2.2
P07251	7.1.2.2
P09457	7.1.2.2
P21306	7.1.2.2
P30902	7.1.2.2
P38077	7.1.2.2
P61829	7.1.2.2
P81450	7.1.2.2
Q06405	7.1.2.2
Q12165	7.1.2.2
Q12349	7.1.2.2
Q16584	2.7.11.25
P9WG49	5.6.2.1
A0A075BSX9	1.5.3.5
E9QY26	1.14.14.154
Q54436	3.2.1.18
P10635	1.14.14.1
A0A150JSL8	1.1.1.6
Q9UBT6	2.7.7.7
P23007	2.3.3.1
Q8ZFU4	3.5.2.3
Q8U093	4.2.1.20
B2JVW0	4.2.1.10
Q6PCD5	2.3.2.27
Q02336	2.3.1.48
Q03330	2.3.1.48
J9VQ51	2.7.1.15
O75817	3.1.26.5
Q9BUL9	3.1.26.5
C0JV69	2.1.1.137
P58475	3.4.11.23
G4SZ62	1.14.13.25
G4SZ63	1.14.13.25
G4SZ64	1.14.13.25
I7FC10	1.5.1.3
P0A951	2.3.1.57
F2K074	1.3.8.1
F2K077	1.3.8.1
O00408	3.1.4.17
P49459	2.3.2.23
Q9L5C8	3.5.2.6
Q13882	2.7.10.2
Q05C46	3.1.3.16
P09668	3.4.22.16
Q96255	2.6.1.52
P78563	3.5.4.37
P83916	5.3.3.14
V5VHS3	1.13.11.24
P0A0H5	3.1.26.5
Q9Y5Y4	3.2.1.17
Q9HVB9	4.2.1.1
Q9NX46	3.2.1.143
P19525	2.7.11.1
A0A1D5PBN0	5.6.1.6
A0A0A1EQY0	1.17.1.9
P23469	3.1.3.48
A0A174ZZA3	3.2.1.31
Q96EY8	2.5.1.17
P62253	2.3.2.23
B0VLR7	2.7.7.8
Q01780	3.6.4.13
A0A0U8TRG9	2.7.7.49
A0A0U8UFF4	2.7.7.49
D2CVN6	2.7.7.49
O77448	2.7.7.49
W7X6T2	2.7.7.49
H6UQI0	3.5.2.6
A0A174CQK8	3.2.1.31
O75962	2.7.11.1
Q9IGQ6	3.2.1.18
A0A2H4PMI3	1.2.1.88
P00705	3.2.1.17
Q39UD1	3.2.1.17
B9ZW32	2.4.2.8
A0A068A5A2	2.4.1.345
A0A384E136	2.7.1.2
Q51947	4.1.2.45
O13033	2.3.2.27
O13034	2.3.2.27
P22314	6.2.1.45
A0QZ11	2.7.7.6
D8T7G0	2.3.1.133
A9CH39	4.1.99.13
Q8K2I4	3.2.1.25
P00374	1.5.1.3
A7MB62	1.6.5.2
P61157	1.6.5.2
Q148J6	1.6.5.2
Q3MHR7	1.6.5.2
Q3SYX9	1.6.5.2
Q3T035	1.6.5.2
Q58CQ2	1.6.5.2
Q9NZQ3	1.6.5.2
A0A1D8PJF9	2.2.1.6
P55212	3.4.22.59
Q9HUF7	2.7.10.2
Q38BX0	2.5.1.46
Q4GZD1	2.5.1.46
P43835	6.1.1.2
G0RZV7	3.4.22.68
O75604	3.4.19.12
Q9KM17	6.3.2.4
A2RP81	3.5.2.6
A0A060D9Z7	3.4.22.34
Q2RGM7	3.5.2.15
P0A386	1.10.3.9
P0A431	1.10.3.9
P0A444	1.10.3.9
P59087	1.10.3.9
Q8CM25	1.10.3.9
Q8DHA7	1.10.3.9
Q8DHJ2	1.10.3.9
Q8DIF8	1.10.3.9
Q8DIN8	1.10.3.9
Q8DIN9	1.10.3.9
Q8DIP0	1.10.3.9
Q8DIQ0	1.10.3.9
Q8DIQ1	1.10.3.9
Q8DJ43	1.10.3.9
Q8DJI1	1.10.3.9
Q8DJZ6	1.10.3.9
Q8DKM3	1.10.3.9
Q9F1K9	1.10.3.9
Q9F1L5	1.10.3.9
Q9F1R6	1.10.3.9
P00366	1.4.1.3
A7LXT3	3.2.1.151
P49643	2.7.7.7
Q7XJJ7	3.5.1.99
P14488	3.5.2.6
A7A1Y4	4.2.1.69
P39346	1.1.1.264
Q9ES52	3.1.3.86
Q5SHT7	5.1.1.3
Q88H28	1.14.13.2
Q5S007	2.7.11.1
Q05193	3.6.5.5
Q6JP75	3.5.2.6
P0C746	2.3.1.48
Q9JYM0	1.8.1.8
Q00756	3.1.3.16
Q2Q067	2.3.1.48
Q9KEI9	3.1.26.4
C6S7X6	1.8.1.8
P00811	3.5.2.6
P00367	1.4.1.3
P80644	1.5.1.38
A5FCJ4	1.17.4.1
E8KJ17	1.17.4.1
G0RQS7	1.15.1.1
P0CAP2	2.7.7.6
A8GG78	3.2.2.24
A8GG79	3.2.2.24
P04525	6.5.1.1
P41595	1.1.1.239
P00970	6.5.1.1
Q39026	2.7.11.24
Q9BV86	2.1.1.244
Q13127	3.1.3.16
Q16F38	2.7.1.40
A0A0U0ARX4	1.8.1.7
Q5VVY1	2.1.1.299
P00352	1.2.1.36
P9WGH5	2.7.7.6
P21795	1.13.12.4
Q6VY99	2.6.1.72
Q9AGA6	3.2.1.122
P00780	3.4.21.62
P11021	3.6.4.10
Q6VEQ7	3.4.21.4
Q2VAZ3	2.3.1.74
Q9MBB1	2.3.1.74
P30079	2.3.1.74
P13114	2.3.1.74
G2IQQ5	4.2.1.83
G1T7U7	3.5.1.60
H0VCJ6	3.5.1.60
Q9GUI1	3.5.1.60
Q9ZMY2	3.2.2.30
Q13126	2.4.2.28
Q92SA6	2.7.4.1
P00929	4.2.1.20
K5BJC9	1.1.1.3
P35557	2.7.1.2
Q9KL03	2.3.1.57
P46677	2.3.1.48
Q9I4V0	1.6.5.11
P48357	2.7.10.2
P19235	2.7.10.2
Q9FD68	4.1.1.33
P53965	3.1.3.48
P07271	3.6.4.12
P52086	3.1.3.73
Q8MRC9	2.4.1.41
P54645	2.7.11.1
Q0QHL8	2.7.7.49
P28062	3.4.25.1
P28065	3.4.25.1
Q77DJ5	2.3.2.27
Q7Z6E9	2.3.2.27
Q7VTJ9	6.3.4.5
Q62605	2.4.1.41
A0A1Y0PY16	1.1.1.262
A0A0H2ZNM1	1.11.1.15
P21695	1.1.1.8
P00517	2.7.11.11
Q13464	2.7.11.1
Q9S9E3	3.4.21.4
Q4QEW7	1.3.98.1
P07954	4.2.1.2
F2I8X9	1.17.4.1
P12928	2.7.1.40
P12995	2.6.1.62
Q05066	2.7.7.86
P37610	1.14.11.17
A4HPA0	2.7.1.2
P28907	3.2.2.6
Q96BR1	2.7.11.1
P9WJG3	2.7.7.6
Q8RY79	4.1.1.25
O82415	4.1.1.28
A9BQX8	1.1.1.88
P17770	4.1.1.28
Q12629	4.1.1.1
A0A2T4AR08	3.2.1.21
W8SX42	1.8.1.2
J9VIT7	4.2.1.93
P09601	1.14.14.18
P53368	3.6.1.55
B7LGE4	1.12.99.6
P18827	2.4.2.26
A0A452CST7	3.1.21.4
Q460N3	2.4.2.30
Q8DIS5	4.1.1.39
Q9SN73	4.1.1.39
Q9D752	2.7.7.7
A0A452CST9	3.1.21.4
Q93K38	3.1.21.4
P0C6E9	3.2.1.18
Q9STX2	1.3.1.3
B9W4V6	1.11.2.1
Q3AE44	1.2.7.4
P43309	1.10.3.1
O75475	2.1.1.354
Q5SHZ4	5.6.2.2
O15533	5.3.4.1
P27797	5.3.4.1
P30101	5.3.4.1
Q86TI2	3.4.14.5
Q9M9F1	2.5.1.18
P48827	3.2.1.14
B0BN93	3.4.25.1
D3ZHW9	3.4.25.1
D4AEH3	3.4.25.1
F1LMQ3	3.4.25.1
F1LMZ8	3.4.25.1
G3V6W6	3.4.25.1
O88761	3.4.25.1
P18420	3.4.25.1
P18421	3.4.25.1
P18422	3.4.25.1
P21670	3.4.25.1
P28073	3.4.25.1
P28075	3.4.25.1
P34064	3.4.25.1
P34067	3.4.25.1
P40112	3.4.25.1
P40307	3.4.25.1
P48004	3.4.25.1
P60901	3.4.25.1
P62193	3.4.25.1
P62198	3.4.25.1
Q4FZT9	3.4.25.1
Q4V8E2	3.4.25.1
Q5U2S7	3.4.25.1
Q5XIC6	3.4.25.1
Q63347	3.4.25.1
Q63569	3.4.25.1
Q63570	3.4.25.1
Q6PCT9	3.4.25.1
Q9ESH1	3.4.25.1
Q9JHW0	3.4.25.1
E0W1I1	2.7.11.1
P46976	2.4.1.186
Q9NXA8	3.2.1.21
Q6TMK4	1.11.1.7
Q81D84	2.3.1.82
O49937	2.4.2.15
P06506	2.4.2.15
P06507	2.4.2.15
P06508	2.4.2.15
P06509	2.4.2.15
P08242	2.4.2.15
P09594	2.4.2.15
P09595	2.4.2.15
P09596	2.4.2.15
P09597	2.4.2.15
P12230	2.4.2.15
P12629	2.4.2.15
P13788	2.4.2.15
P17353	2.4.2.15
P19954	2.4.2.15
P22798	2.4.2.15
P23326	2.4.2.15
P24613	2.4.2.15
P27683	2.4.2.15
P27684	2.4.2.15
P28803	2.4.2.15
P28804	2.4.2.15
P28805	2.4.2.15
P28807	2.4.2.15
P47910	2.4.2.15
P62128	2.4.2.15
P82024	2.4.2.15
P82129	2.4.2.15
P82130	2.4.2.15
P82137	2.4.2.15
P82162	2.4.2.15
P82163	2.4.2.15
P82180	2.4.2.15
P82190	2.4.2.15
P82191	2.4.2.15
P82192	2.4.2.15
P82193	2.4.2.15
P82194	2.4.2.15
P82195	2.4.2.15
P82231	2.4.2.15
P82244	2.4.2.15
P82245	2.4.2.15
P82248	2.4.2.15
P82249	2.4.2.15
P82278	2.4.2.15
P82403	2.4.2.15
P82411	2.4.2.15
P82413	2.4.2.15
Q9LWB5	2.4.2.15
Q9M3I4	2.4.2.15
Q9M3K7	2.4.2.15
Q9ST69	2.4.2.15
O00411	2.7.7.6
Q00059	2.7.7.6
Q9H5Q4	2.7.7.6
Q45894	3.4.24.69
Q496J9	3.4.24.69
Q9Y6Q9	2.3.1.48
Q5ZRR6	3.4.11.10
P14780	3.4.24.35
Q9I4X1	2.3.1.230
Q9I4X2	2.3.1.230
A0A0D5YGK2	3.2.1.17
Q8A1H8	3.2.1.73
Q03034	4.1.1.102
A6X5N0	1.10.3.2
O15460	1.14.11.2
A0A3G5BRZ6	2.4.2.6
P0AEE3	3.4.21.107
P0A0J3	1.15.1.1
Q2G261	1.15.1.1
A0A087WNH6	3.3.1.1
P85421	2.7.7.6
A0QW02	2.7.7.6
Q9K4U1	2.4.2.3
Q4L2X9	2.3.2.22
O23346	4.2.1.19
Q4D080	2.6.1.1
P06633	4.2.1.19
D9ISE0	3.2.1.52
P46883	1.4.3.21
O80852	2.5.1.18
B1L2G5	3.4.24.69
B3EYM8	
P42980	4.2.3.3
P04190	3.5.2.6
A0A493R6T1	4.2.2.12
P58350	2.6.1.1
P05480	2.7.10.2
Q9I685	3.3.1.1
A0A384E145	2.5.1.18
P07445	5.3.3.1
A0A161CFW5	7.1.2.2
P0DPG2	7.1.2.2
P0DPG3	7.1.2.2
P0DPG4	7.1.2.2
Q38CM0	7.1.2.2
Q57TX9	7.1.2.2
Q57XX1	7.1.2.2
Q57ZP0	7.1.2.2
Q586H1	7.1.2.2
Q9WVI9	2.7.11.24
A0QS66	2.7.7.6
A0QSL8	2.7.7.6
A0QWT1	2.7.7.6
P60281	2.7.7.6
A0A384E158	2.5.1.18
Q02635	2.6.1.1
O43683	2.7.11.1
G4V2H3	1.4.3.4
P15121	1.1.1.21
Q9UYB2	2.7.7.87
P56089	2.1.2.1
E4QP00	1.1.3.47
A8CFR3	3.2.1.2
Q1QBB9	3.8.1.5
Q9XW17	3.6.4.13
P36295	2.7.11.1
Q96SB4	2.7.11.1
H6LGM6	1.3.1.108
H6LGM7	1.3.1.108
H6LGM8	1.3.1.108
Q9H4A3	2.7.11.1
Q9Y3S1	2.7.11.1
P50465	4.2.99.18
P07260	2.7.7.85
P12962	2.7.7.85
O14757	2.7.11.1
P42898	1.5.1.20
O75914	2.7.11.1
P40999	2.1.1.204
Q6PHR2	2.7.11.1
Q96RR4	2.7.11.17
Q16832	2.7.10.1
A0MCW0	2.7.7.48
Q96AP4	3.4.19.12
P39583	2.7.6.5
Q9H3D4	2.3.1.48
W8U368	2.7.6.5
P0DMM5	2.7.14.1
P84908	3.4.24.27
S7ZIW0	3.2.1.3
Q03045	3.2.1.3
P05937	3.2.2.4
Q9SR05	2.7.11.1
Q3E8W4	2.7.11.1
P49789	3.6.1.29
Q8IX03	3.5.1.2
P17742	5.2.1.8
Q9K100	3.1.11.2
P00825	7.1.2.2
P00833	7.1.2.2
P05435	7.1.2.2
P06450	7.1.2.2
P06451	7.1.2.2
P06453	7.1.2.2
P11402	7.1.2.2
P31853	7.1.2.2
Q72KD3	1.2.1.3
P34896	2.1.2.1
Q6DHI5	6.3.4.16
A0A175VLQ4	3.5.2.6
A0ZZH6	2.4.1.7
A0A0T8BTT4	2.7.1.69
G0RY01	3.6.4.12
G0RYC2	3.6.4.12
G0RYI5	3.6.4.12
G0S589	3.6.4.12
G0S590	3.6.4.12
P0C0S9	3.6.4.12
Q7Z1V1	1.14.14.154
Q9HVM5	3.4.23.36
O34349	3.1.3.27
P54760	2.7.10.1
E6N8B8	3.4.19.12
E6N8B9	3.4.19.12
A0R5M8	2.1.1.44
P46151	1.5.1.20
Q9H6T3	3.6.4.12
Q86Y38	2.4.2.26
A0R1Z9	7.1.2.2
A0R200	7.1.2.2
A0R201	7.1.2.2
A0R202	7.1.2.2
Q6P587	3.7.1.5
M1UU36	1.97.1.12
M1VFJ4	1.97.1.12
M1VKK5	1.97.1.12
Q85FP8	1.97.1.12
Q85FQ6	1.97.1.12
Q85FS8	1.97.1.12
Q85FS9	1.97.1.12
Q85FY0	1.97.1.12
Q85FY6	1.97.1.12
Q85FY7	1.97.1.12
Q85FZ1	1.97.1.12
Q85G47	1.97.1.12
Q85G51	1.97.1.12
Q85G73	1.97.1.12
O14618	1.15.1.1
Q84HF5	1.14.13.9
Q8DNZ8	6.3.5.10
Q8DNZ9	6.3.5.10
E7FAM5	2.3.2.27
P66937	5.6.2.2
Q8IKT2	1.1.1.44
Q55418	3.6.4.12
P09141	1.14.14.3
P21836	3.1.1.7
P53725	3.6.4.13
A0A087WNH4	2.4.99.18
E2R4X3	2.4.99.18
E2RKN8	2.4.99.18
E2RQ08	2.4.99.18
F1PCT7	2.4.99.18
F1PJP5	2.4.99.18
G1SE76	2.4.99.18
G1STW0	2.4.99.18
G1TG04	2.4.99.18
G1TN82	2.4.99.18
G1TSG1	2.4.99.18
G1TVT6	2.4.99.18
G1U945	2.4.99.18
P0CU66	2.4.99.18
P38377	2.4.99.18
P60058	2.4.99.18
P60467	2.4.99.18
P86218	2.4.99.18
Q05052	2.4.99.18
A0A3B6UEX0	4.1.1.39
A0A3B6UEX1	4.1.1.39
Q9UBR1	3.5.1.6
P18206	1.14.15.30
A0QU89	3.5.1.25
Q5VT66	3.2.1.17
L8H477	4.2.1.19
P27296	3.6.4.12
Q9H3H5	2.7.8.15
Q9HAU4	2.3.2.26
Q53GL7	2.4.2.30
Q384D1	5.3.1.6
A4I3S4	5.3.1.6
O60568	1.14.11.4
P15559	1.6.5.2
I3DZK9	1.11.2.4
A0A4P1LYG1	2.6.1.18
Q9HAZ1	2.7.12.1
P56524	3.5.1.98
D1C4T7	2.1.1.192
Q8ZPX9	2.7.7.47
P68777	1.2.1.12
P14756	3.4.24.26
C3W6G3	3.2.1.18
Q5ZTK4	2.4.2.31
P46100	3.6.4.12
Q460N5	2.4.2.30
Q9I0K4	4.1.3.1
A9CI81	2.7.13.3
Q2UMX6	3.1.1.73
Q9S3V1	1.4.3.23
P49448	1.4.1.3
Q8TF76	2.7.11.1
Q92769	3.5.1.98
Q9BZ95	2.1.1.354
Q9XIC7	2.7.11.1
O08760	4.2.99.18
Q9HZX3	2.3.2.13
P37562	2.7.11.1
Q13895	2.7.11.1
P63479	5.1.1.1
H2PUC2	3.4.24.69
O15496	3.1.1.4
Q8N1Q1	4.2.1.1
O69787	3.1.6.6
A0A4V8GZW5	1.14.13.1
Q9UK32	2.7.11.1
P56463	2.4.2.1
P38634	3.1.3.48
P04825	3.4.11.2
A0A0G2JF94	1.14.17.1
P04213	1.14.17.1
Q64237	1.14.17.1
P0AD65	3.4.16.4
G3F7G9	3.5.2.6
Q97VW7	2.1.1.63
P0ACE0	1.12.99.6
Q81IK1	1.18.1.2
Q816D9	1.18.1.2
F6N7X0	5.6.2.2
P9WG47	5.6.2.2
O94868	1.1.1.189
Q16769	2.3.2.5
A0A3F2YM27	2.5.1.18
P0DQD3	2.7.10.1
Q00944	2.7.10.2
P02293	3.6.4.12
P04911	3.6.4.12
Q03433	3.6.4.12
Q03940	3.6.4.12
Q05471	3.6.4.12
Q12464	3.6.4.12
Q12509	3.6.4.12
P93594	3.2.1.2
P27361	2.7.11.24
Q93YN9	2.7.1.158
P35030	3.4.21.4
P0ADR8	3.2.2.10
C9K1X5	4.2.3.146
P32440	1.12.98.2
D7UT17	2.4.1.31
P06223	2.7.7.6
P13747	1.3.1.9
Q01468	5.3.2.6
P43133	3.4.24.27
P0C960	4.2.2.n2
Q39230	6.1.1.11
P29218	3.1.3.25
F6MIW5	3.1.3.2
Q9HXM5	1.1.1.205
Q948P7	2.1.1.115
G0L8Z3	3.2.1.4
Q9FYU1	1.12.7.2
Q9UJM8	1.1.3.15
Q6PD62	2.7.7.6
Q7KZ85	2.7.7.6
Q8N7H5	2.7.7.6
Q8WVC0	2.7.7.6
Q9GZS3	2.7.7.6
A0A287ADR4	2.7.7.6
F1SKN8	2.7.7.6
I3LCH3	2.7.7.6
I3LGP4	2.7.7.6
I3LJR4	2.7.7.6
I3LSI7	2.7.7.6
O00267	2.7.7.6
P18615	2.7.7.6
P60899	2.7.7.6
P63272	2.7.7.6
Q8IXH7	2.7.7.6
Q8WX92	2.7.7.6
Q9H3P2	2.7.7.6
O23736	6.3.2.2
E3PQQ9	3.2.1.51
Q0WVX5	2.4.1.21
V5SNJ5	2.4.1.21
P15303	2.6.1.22
P20606	2.6.1.22
P40482	2.6.1.22
Q4Q5S8	2.3.1.97
P97275	2.5.1.26
P03045	2.7.7.6
Q89YR3	3.2.1.89
O95786	3.6.4.13
P08243	6.3.5.4
P07902	2.7.7.12
P35968	2.7.10.1
Q9NQS7	2.7.11.1
Q9UQB9	2.7.11.1
Q9Y6M4	2.7.11.1
Q9UKK9	3.6.1.13
A0A0M3KL50	1.15.1.1
D6N9X1	1.1.1.145
P04905	2.5.1.18
I0AZ41	3.2.1.40
A0A0H3H219	3.5.2.6
P30274	2.7.11.22
Q8TDI0	3.6.4.12
Q8DHN2	2.7.1.19
Q8DHX3	2.7.1.19
Q8DIW5	2.7.1.19
Q14680	2.7.11.1
B1Q2B6	2.3.1.206
Q14657	2.3.1.234
Q9BXV9	2.3.1.234
Q9NPF4	2.3.1.234
G3V783	2.7.11.1
Q5AJ71	4.2.1.1
G4FEF4	3.2.1.22
B9KDD4	2.4.99.19
P51587	2.7.11.21
Q9Y2M5	2.7.11.1
P07607	2.1.1.45
A0A0D6H967	5.4.2.10
Q8BG40	5.6.1.1
Q9WV86	5.6.1.1
D3SS28	2.5.1.18
Q9NVS9	1.4.3.5
P36957	2.3.1.61
Q8N4A0	2.4.1.41
P42371	3.2.2.23
P04058	3.1.1.7
Q16740	3.4.21.92
Q06265	3.6.4.13
Q13868	3.6.4.13
Q15024	3.6.4.13
Q5RKV6	3.6.4.13
Q96B26	3.6.4.13
Q99547	3.6.4.13
Q9NPD3	3.6.4.13
Q9NQT4	3.6.4.13
Q9NQT5	3.6.4.13
Q9Y2L1	3.6.4.13
Q9Y3B2	3.6.4.13
P10486	3.1.21.3
P43166	4.2.1.1
Q9NWV8	2.1.2.1
A5FJM7	5.2.1.8
A5F9W9	5.2.1.8
A5FJ36	5.2.1.8
Q5I6C7	5.2.1.8
B4FUP5	5.4.99.5
Q9BXR0	2.4.2.29
Q04217	3.6.4.13
P0AG67	2.7.7.48
P9WPG7	2.7.8.11
P02786	1.16.3.1
A0A2C9CG41	1.7.3.4
Q1PVE1	1.7.3.4
A0A0H3JPA5	3.4.16.4
Q15811	1.1.1.189
Q9JMA2	2.4.2.29
D0LR31	2.6.1.42
Q8R5F7	3.6.4.13
Q13432	2.7.10.2
P19824	2.7.1.19
P25697	2.7.1.19
O54288	4.1.2.55
O39828	3.6.1.3
P40541	2.1.1.354
Q12158	2.1.1.354
P54829	3.1.3.48
P54830	3.1.3.48
E8RMG8	3.2.1.17
P80077	5.4.99.1
P80078	5.4.99.1
A9BGZ9	1.1.1.27
W9BNU9	6.1.1.11
Q9CXI5	3.6.4.10
P39115	5.3.3.12
Q06797	5.3.3.12
B3PD52	3.2.1.151
G3I8R9	3.6.4.10
A6UVT1	1.12.98.2
A0A1U8YI81	3.5.2.6
Q03513	4.1.1.39
P08413	2.7.11.17
Q8IDJ8	6.1.1.6
Q5CR27	6.1.1.6
Q9LK22	3.6.4.6
P00520	2.7.10.2
P06968	3.6.1.23
O29760	3.4.25.1
Q9P996	3.4.25.1
P37024	3.6.4.13
Q96RU2	3.4.19.12
P31946	5.6.1.6
P43410	2.7.4.3
P9WJF1	1.1.98.3
P05020	3.5.2.3
Q6XV27	3.2.1.18
Q7K5N4	3.4.19.12
Q9V727	3.4.19.12
P07741	2.4.2.7
T2KPK5	3.1.6.1
T2KM13	5.1.3.32
A0A2C9CI58	1.7.2.8
Q1PW30	1.7.2.8
P04618	1.1.1.399
Q96I25	1.1.1.399
Q383N9	1.15.1.1
Q57YB5	1.15.1.1
Q586P5	1.15.1.1
D0A135	5.2.1.8
Q57UA2	1.15.1.1
Q57WU2	1.15.1.1
Q57XL2	1.15.1.1
Q582T9	1.15.1.1
Q586A1	1.15.1.1
Q4DA80	5.1.1.4
B4FNK8	5.4.99.5
Q04609	3.4.17.21
O15804	2.1.3.2
A0A1D5P3M9	3.1.11.2
A0A078GRH6	5.2.1.8
P36969	1.11.1.12
Q6V1X1	3.4.14.5
Q08345	2.7.10.1
T2KN75	3.2.1.23
Q9H611	3.6.4.12
Q08303	1.10.3.1
P07313	2.7.11.18
P79114	2.7.11.18
A0A4V8GZY0	1.1.1.34
P03959	7.2.2.6
P03960	7.2.2.6
P03961	7.2.2.6
P36937	7.2.2.6
P9WNP7	1.1.1.157
P22557	2.3.1.37
D4S0D1	4.2.1.10
F9ZTU4	4.2.1.10
Q6P4V5	2.3.1.176
A1SZA3	4.2.1.10
Q9QXC1	3.4.24.21
Q97TX6	4.2.1.20
A0A2H4A2Q1	2.4.1.140
A0A1Y6M6D7	3.5.2.6
P50382	4.2.1.20
P50383	4.2.1.20
A2BK54	4.1.1.39
Q45589	2.7.7.85
Q58734	1.12.98.2
F0S2B6	1.12.98.2
C7BKP9	3.5.1.44
Q9H2G2	2.7.11.1
Q9RE05	2.4.1.140
Q8Y5E4	2.7.7.85
